title,year
Premium Rush,2012
Letter Never Sent,1960
Lonesome,1928
Evil Toons,1992
From the Life of the Marionettes,1980
The Odd Life of Timothy Green,2012
Lawless,2012
Chameleon,2008
Piranha 3DD,2012
Man Is Not a Bird,1965
ATM,2012
The Wave,1981
Sleepwalk with Me,2012
Dara O Briain Talks Funny: Live in London,2008
Prime Suspect 3,1993
Prime Suspect: Inner Circles,1995
Nocturne 29,1968
American Mullet,2001
Prime Suspect: The Final Act,2006
Searching for Sugar Man,2012
The Possession,2012
6 Bullets,2012
The Dinosaur Project,2012
Little White Lies,2010
The Manzanar Fishing Club,2012
The Apparition,2012
Dreams of a Life,2011
Life for Sale,2011
To Mars by A-Bomb: The Secret History of Project Orion,2003
Prime Suspect 6: The Last Witness,2004
Prime Suspect: The Lost Child,1995
The Zero Years,2005
Bigfoot Lives,2007
Conception,2011
Do We Really Need the Moon?,2011
French Film,2008
The Backwoods,2006
La Californie,2006
The Great Northfield Minnesota Raid,1972
The Mikado,1987
The Model Couple,1977
Paradise Lost 3: Purgatory,2011
Bachelorette,2012
The Words,2012
Teddy Bear,2012
Soldier In The Rain,1963
For My Father,2008
The Moment of Truth,1965
Mr. Freedom,1969
La dama boba,2006
Pitch Perfect,2012
The Cold Light of Day,2012
Hello I Must Be Going,2012
Flowing,1956
Branded,2012
The Wild Wild West Revisited,1979
Icon,2005
The Sugar Curtain,2005
Samsara,2011
Runaway Brain,1995
Looper,2012
Compliance,2012
Thy Womb,2012
That's My Boy,2012
Arthur and the Revenge of Maltazard,2009
Deathstalker,1983
Deathstalker II,1987
Emergo,2011
Klitschko,2011
Kinyarwanda,2011
Nobody's Children,1951
Patriotism,1966
Les Hautes Solitudes,1974
Vampir-Cuadecuc,1971
Robot & Frank,2012
The Punk Syndrome,2012
Where Do We Go Now?,2011
Ai Weiwei: Never Sorry,2012
Stag Night,2008
Hollywood Sex Wars,2011
The Age of the Medici,1972
Something Ventured,2011
Jesus Henry Christ,2012
Pirates of the Great Salt Lake,2006
Resident Evil: Retribution,2012
Trouble with the Curve,2012
"Walk Softly, Stranger",1950
360,2012
Close,2004
Straight Shooting,1917
Employees' Entrance,1933
The Pearls of the Crown,1937
Suicide Club,2010
Under African Skies,2012
Lola Versus,2012
The Master,2012
More Wild Wild West,1980
"John Huston: The Man, the Movies, the Maverick",1989
Dredd,2012
We Live Again,1934
247°F,2011
Arbitrage,2012
Blue Like Jazz,2012
Manual of Love 2,2007
The Friends at the Margherita Cafe,2009
Play Girl,1941
Detropia,2012
The Liquidator,2011
The Chemical Brothers: Don't Think,2012
Pearls of the Deep,1966
The Perfect Murder,1988
The Hamburg Syndrome,1979
Kismet,1955
ChromeSkull: Laid to Rest 2,2011
Rain over Santiago,1975
Puckoon,2002
Dolan's Cadillac,2009
A Pig's Tale,1996
Nobody Knows Anybody,1999
Breathless,2012
Blood Money,2012
End of Watch,2012
"High, Wide, and Handsome",1937
V/H/S,2012
Boxing Gym,2010
Everyone,2004
The Perks of Being a Wallflower,2012
The Hunt,2012
Holy Motors,2012
Knuckleball!,2012
Either Way,2011
The Hunter,2010
Behind the Burly Q,2010
Two Rabbits,2012
Sparkle,2012
Guilty Hearts,2006
Thin Ice,2011
Red Lights,2012
The Rocky Saga: Going the Distance,2011
Taken 2,2012
The Paperboy,2012
Sam Peckinpah: Man of Iron,1993
Shut Up and Play the Hits,2012
The Private Life of Don Juan,1934
Quadrille,1938
One Nine Nine Four,2009
Bleach the Movie: Fade to Black,2008
The Making of a Legend: Gone with the Wind,1988
In Passing,2011
The Crush,1967
Nanayo,2008
Road North,2012
A Royal Affair,2012
House at the End of the Street,2012
Attack of the 50 Foot Cheerleader,2012
Erotic Nights of the Living Dead,1980
2-Headed Shark Attack,2012
"Hard, Fast and Beautiful",1951
The Newest Pledge,2012
Despair,1978
My Left Eye Sees Ghosts,2002
2016: Obama's America,2012
A Happy Event,2011
Love Lasts Three Years,2011
Volcano,2011
Presumed Guilty,2011
Surviving Progress,2011
Doughboys,1930
Tobor the Great,1954
Lightnin',1925
The Tall Man,2012
Laurence Anyways,2012
The Magic of Belle Isle,2012
The Lie,2011
The Painted Veil,1934
LOL,2012
Stormy Waters,1941
A Report on the Party and the Guests,1966
The Sapphires,2012
That Certain Summer,1972
Something from Nothing: The Art of Rap,2012
Just Add Water,2008
The Return of the Prodigal Son,1967
Hood of the Living Dead,2005
Rust and Bone,2012
Upstream,1927
Genocide,1968
"Goke, Body Snatcher from Hell",1968
The Living Skeleton,1968
Madonna of the Seven Moons,1945
The Man in Grey,1943
Ishaqzaade,2012
Evil Bong,2006
Here Comes the Devil,2012
7 Below,2012
Kon-Tiki,2012
Katy Perry: Part of Me,2012
Broadway,1929
Viy,1967
The Rise of Catherine the Great,1934
Roseland,1977
The Rusty Knife,1958
Glorious Technicolor,1998
Ingmar Bergman on Life and Work,1998
Lon Chaney: A Thousand Faces,2000
El tren de la memoria,2005
The Film Parade,1933
Rules of Single Life,2011
Tank on the Moon,2007
A Safe Place,1971
Urbanized,2011
Waco: A New Revelation,1999
The Cool Ones,1967
Blood of Dracula,1957
I'm King Kong!: The Exploits of Merian C. Cooper,2005
Elia Kazan: A Director's Journey,1995
The John Garfield Story,2003
Not Here to Be Loved,2005
California Solo,2012
Shameless,2010
The Marshal of Finland,2012
Marley,2012
Frankenweenie,2012
His Name Was Jason: 30 Years of Friday the 13th,2009
Colin Quinn: Long Story Short,2011
Mother,1992
When Heroes Lie,2012
Sinister,2012
Fearful Symmetry,1998
Louise Brooks: Looking for Lulu,1998
The Thing: Terror Takes Shape,1998
Shottas,2002
Sapphire,1959
Passion Play,2010
Virginia,2010
Hotel Transylvania,2012
Our City Dreams,2008
Side by Side,2012
A Good Old Fashioned Orgy,2011
Inside: 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb',2000
Shadowing the Third Man,2004
Making 'Do the Right Thing',1989
The Young and the Dead,2000
Daleks' Invasion Earth: 2150 A.D.,1966
Fat Kid Rules The World,2012
Charlie Chan in Egypt,1935
Charlie Chan in London,1934
Coupe de Ville,1990
Shakespeare Wallah,1965
Love in the Time of Hysteria,1991
We Are From The Future,2008
Creature from the Haunted Sea,1961
Take Aim at the Police Van,1960
The Screaming Skull,1958
Björk: Volumen,1999
Madame Tutli-Putli,2007
Argo,2012
Seven Psychopaths,2012
Nobody Walks,2012
Butter,2011
Atlas Shrugged Part II,2012
Ill Manors,2012
Liberal Arts,2012
"Ator, the Fighting Eagle",1982
The Tattooed Widow,1998
Portrait in Black,1960
Vivien Leigh: Scarlett And Beyond,1990
Under the Boardwalk: The Monopoly Story,2011
Arachnoquake,2012
Choking Man,2006
"Farewell, My Queen",2012
Marley & Me: The Puppy Years,2011
The House I Live In,2012
West of Memphis,2012
Boogie Man: The Lee Atwater Story,2008
Thermae Romae,2012
Michael,2011
Kings of Pastry,2009
The Reluctant Saint,1962
The Gorilla,1939
Hoodwinked Too! Hood VS. Evil,2011
Thirst for Love,1967
Drones,2010
Catch.44,2011
The Return of Frank Cannon,1980
The Sound of Fury,1950
The Letter,2012
Three Resurrected Drunkards,1968
Tormento,1950
Les Visiteurs du Soir,1942
Ingmar Bergman Makes a Movie,1963
Eastwood on Eastwood,1997
The Ernest Film Festival,1986
The Secret Life of Zoey,2002
Moebius Redux: A Life in Pictures,2007
Tony,2010
Dive!,2010
The Clink of Ice,2010
The Warped Ones,1960
16 to Life,2009
How to Survive a Plague,2012
[REC]³ Genesis,2012
Four Sons,1940
Gangs of Wasseypur,2012
Greystone Park,2012
Last Ride,2009
Girl in Progress,2012
Astérix and Obélix: God Save Britannia,2012
Lightning Strikes Twice,1951
My Forbidden Past,1951
56 Up,2012
King Leopold's Ghost,2006
Around the World,1943
Turkish Passion,1994
Un Dimanche à Kigali,2006
We Are Legion: The Story of the Hacktivists,2012
The Barrens,2012
Transit,2012
Love Me No More,2008
Paranormal Activity 4,2012
You Are God,2012
Where the Boys Are '84,1984
Skyscraper,2011
Tai Chi Zero,2012
The White Angel,1955
The X from Outer Space,1967
The Babymakers,2012
Rosewood Lane,2011
The Glamorous Life of Sachiko Hanai,2003
The Strange Case of the End of Civilization as We Know It,1977
A Feast At Midnight,1994
Tom & Thomas,2002
"3, 2, 1... Frankie Go Boom",2012
Alex Cross,2012
The Ambassador,2011
Cloud Atlas,2012
"Luck, Trust & Ketchup: Robert Altman in Carver Country",1993
Hellboy: The Seeds of Creation,2004
Budd Boetticher: A Man Can Do That,2005
Rx (Simple Lies),2005
Terry Pratchett: Choosing to Die,2011
ReGeneration,2010
Free Men,2011
The Girl,2012
This Ain’t California,2012
Steve Jobs: The Lost Interview,2012
Rolling,2007
Silent Hill: Revelation 3D,2012
Warren Oates: Across the Border,1993
Step Up Love Story,2000
Graduation Day,1981
April Fool's Day,2008
Holiday Affair,1949
Like Dandelion Dust,2009
Men Do what Men Can,2012
Stockholm East,2011
The Woman Who Dreamed of a Man,2010
Beware the Moon: Remembering 'An American Werewolf in London',2009
Pumping Iron II: The Women,1985
Witness to Murder,1954
The Busher,1919
The Piano in a Factory,2011
The Patience Stone,2012
Hamoun,1990
Chasing Mavericks,2012
Craigslist Joe,2012
Here Comes the Boom,2012
The Men Who Made the Movies: Samuel Fuller,2002
Search for the Beast,1997
Victor Seastrom,1981
Night of the Running Man,1995
Hitman's Run,1999
Mental,2012
Killing Them Softly,2012
The Imposter,2012
The Other Dream Team,2012
The Sessions,2012
Living with the Fosters,2002
Lana Turner... a Daughter's Memoir,2001
Making the Earth Stand Still,1995
Remember the Day,1941
A Child Is Waiting,1963
Salvage,2010
Submarine X-1,1969
Rid Of Me,2011
What Richard Did,2012
Kounterfeit,1996
Watch the Shadows Dance,1987
Smashed,2012
Splinterheads,2009
The Babysitters,2007
The Juche Idea,2008
Wreck-It Ralph,2012
Lookin' to Get Out,1982
Diplomatic Siege,1999
Silver Linings Playbook,2012
Flight,2012
Five Broken Cameras,2011
Anna Karenina,2012
Life of Pi,2012
The Saint In London,1939
The Day,2011
Two Days In April,2007
The Man with the Iron Fists,2012
Back to Stay,2011
Gable: The King Remembered,1975
Excision,2012
The Other Son,2012
Bait,2012
Gallowwalkers,2012
Rosencrantz and Guildenstern Are Undead,2009
Mother Knows Best,1997
Wake in Fright,1971
Won't Back Down,2012
The Bay,2012
Union Square,2011
The Hypnotist,2012
Student of the Year,2012
"Madrid, 1987",2011
Single White Female 2: The Psycho,2005
One Man's Fate,1940
The Details,2012
Jack & Diane,2012
A Late Quartet,2012
Vexille,2007
Sleepless Night,2011
The Age of Innocence,1934
Atomic Twister,2002
Bear with Me,2000
Children of the Living Dead,2001
The Lady,2011
The Rutles 2: Can't Buy Me Lunch,2002
Fate of a Man,1959
All About Actresses,2009
Goal! III : Taking On The World,2009
Stolen,2012
Amour,2012
Something's Gonna Live,2012
Himizu,2011
Brooklyn Castle,2012
The Well Digger's Daughter,2011
The Ambush: Incident at Blood Pass,1970
Jiang Hu,2004
I Accuse,2003
Death Weekend,1976
H.P. Lovecraft's The Tomb,2007
Jackass 3.5,2011
Labor Pains,2009
Cockneys vs Zombies,2012
28 Hotel Rooms,2012
Citadel,2012
Dangerous Liaisons,2012
Blood Tide,1982
The Scorpion King 3: Battle for Redemption,2012
Wishmaster 2: Evil Never Dies,1999
Indie Game: The Movie,2012
"Batman: The Dark Knight Returns, Part 1",2012
Capital,2012
Beloved Berlin Wall,2009
Meet Monica Velour,2010
Thurgood,2011
The Conscientious Objector,2004
Kill Me Please,2010
Lincoln,2012
Nature Calls,2012
Babbitt,1934
In Their Sleep,2010
Requiem for a Killer,2011
La Bohème,1926
The Caine Mutiny Court-Martial,1988
Vamps,2012
Cash on Demand,1961
The Naughty Room,2012
The Moth Diaries,2011
Joe + Belle,2011
The Invisible War,2012
OMG: Oh My God!,2012
The Strawberry Statement,1970
The Twilight Saga: Breaking Dawn - Part 2,2012
Shakespeare High,2012
The Circle,1925
A Holiday Engagement,2011
The Tiger Brigades,2006
The Year 01,1973
Walter,1982
10 Years,2011
Price Check,2012
Red Dawn,2012
Starry Starry Night,2011
Rise of the Guardians,2012
The Seafarers,1953
The Counterfeiters of Paris,1961
Kabei: Our Mother,2008
Samurai Banners,1969
Murder on Flight 502,1975
Amor?,2011
The Last Trapper,2004
Le Poulpe,1998
Locked Out,2006
A Fantastic Fear of Everything,2012
Fire Over England,1937
Fog Over Frisco,1934
Ten Seconds to Hell,1959
Storage 24,2012
Tokio Baby,2010
Deadfall,2012
Skirt Day,2008
So Big!,1932
The Singing Marine,1937
The Great Diamond Robbery,1954
Two Sisters From Boston,1946
The Quare Fellow,1962
Chronicle of My Mother,2011
"Moral Tales, Filmic Issues",2006
97 Percent True,2008
Les modèles de 'Pickpocket',2004
The Confession,1999
Lovely to Look At,1952
Excuse My Dust,1951
Watch the Birdie,1950
Putin’s Kiss,2011
Journey to Saturn,2008
Byzantium,2012
Buzzkill,2012
The Perfect Family,2011
Halo 4: Forward Unto Dawn,2012
Step Up Revolution,2012
The Yellow Cab Man,1950
Four More Years,2010
Hellraiser: Revelations,2011
Welcome to Sherwood! The Story of 'The Adventures of Robin Hood',2003
Jungle de Ikou,1997
Making 'The New World',2006
The Lost Missile,1958
Nightmare Man,2006
Cry Wolf,1947
Imaginaerum,2012
Hold Up,2010
Tarda estate,2010
Raw Deal: A Question Of Consent,2001
Budd Boetticher: An American Original,2005
The Footprints of a Spirit,1998
James Dean Remembered,1974
Our Town,2003
Bed of Roses,1933
Division III: Football's Finest,2011
Rebecca of Sunnybrook Farm,1938
Mark Twain,2002
DMT: The Spirit Molecule,2010
Mac & Devin Go to High School,2012
A Burning Hot Summer,2011
A Kiss for Corliss,1949
Adventure in Baltimore,1949
Baby Take a Bow,1934
The Tempest,1980
New Fist of Fury,1976
The Killer Meteors,1976
Shaolin Wooden Men,1976
The 36 Crazy Fists,1977
The Sleeping Car Murder,1965
Let's Not Get Angry,1966
Hothead,1979
Poolboy - Drowning Out the Fury,2011
The Poll Diaries,2010
Aftermath,2012
Paperman,2012
To Kill with Intrigue,1977
Magnificent Bodyguards,1978
Fearless Hyena,1979
Dragon Fist,1979
Half a Loaf of Kung Fu,1978
We Should Not Exist,2006
Erreur de la banque en votre faveur,2009
Kirikou and the Wild Beasts,2005
The Statue of Liberty,1985
Slingshot,2005
Brooklyn Bridge,1982
Arcade,1993
Jude the Obscure,1971
Paramore: The Final Riot!,2008
Bad Ass,2012
Nativity!,2009
A Christmas Story 2,2012
Elevator Girl,2010
Fantasy Mission Force,1983
Fearless Hyena Part II,1983
Recoil,2011
Ghost Voyage,2008
"Peace, Love & Misunderstanding",2011
The Congress,2013
Fever,1991
Made in Mexico,2012
Hitchcock,2012
Caesar Must Die,2012
Interceptor,1992
Now Where Did the Seventh Company Get to?,1973
Other Worlds,2004
Peppermint Soda,1977
American Roulette,1988
From Up on Poppy Hill,2011
Redline,2009
Honeymoon,1947
Just Around the Corner,1938
Kathleen,1941
Burn Up!,1991
Lulu in Berlin,1984
The time and patience,1994
Welcome to the Space Show,2010
Winners & Sinners,1983
Barry Munday,2010
Purge,2012
The Day He Arrives,2011
My Lucky Stars,1985
"Twinkle, Twinkle, Lucky Stars",1985
Kiss and Tell,1996
"Oui, mais...",2001
Space Adventure Cobra,1982
L'aventure c'est l'aventure,1972
A Season for Miracles,1999
1911,2011
Looking for Jackie,2009
The Shaolin Temple,1982
Shaolin Temple 2: Kids from Shaolin,1984
Carol Channing: Larger Than Life,2012
Memory,2006
Martial Arts of Shaolin,1986
Snowmageddon,2011
Stand Up and Fight,1939
Jazz,2001
Barbara,2012
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,2012
Little Miss Broadway,1938
Miss Annie Rooney,1942
Mr. Belvedere Goes to College,1949
The Hobbit: An Unexpected Journey,2012
Mon Paradis - Der Winterpalast,2001
No Flesh Shall Be Spared,2009
I am Von Höfler Variation on Werther,2008
Born to Defend,1986
Dragon Fight,1989
The Master,1992
Kung Fu Cult Master,1993
The Fitzgerald Family Christmas,2012
Hyde Park on Hudson,2012
Lay the Favorite,2012
Audition/Talent Competition,1964
All's Faire in Love,2009
Crooked Arrows,2012
The Enforcer,1995
Dr. Wai in the Scriptures with No Words,1996
Once Upon a Time in China and America,1997
Contract Killer,1998
The Executor,1981
Never Say... Never!,2005
Calmos,1976
How to Make Love to a Woman,2010
"After Fall, Winter",2012
Violeta Went to Heaven,2011
Rebellion,2011
Versailles,2008
Two in the Wave,2010
Lotte Reiniger: Homage to the Inventor of the Silhouette Film,2001
"RKO Production 601: The Making of 'Kong, the Eighth Wonder of the World'",2005
Yossi,2012
"All Blossoms Again: Pedro Costa, Director",2006
The Last Rites of Joe May,2011
100 Ways to Murder Your Wife,1986
The Prodigal,1955
The Eleventh Hour,2008
Barfi,2012
Federico Fellini's Autobiography,2000
Zero Dark Thirty,2012
Neighboring Sounds,2012
Consuming Spirits,2012
Chasing Ice,2012
Antiviral,2012
The Arrival of a Train at La Ciotat,1896
Adventures of Arsene Lupin,2004
The Three Brothers,1995
Ghost Machine,2009
Freeloaders,2012
The Immortal Story,1968
Filming Othello,1978
The Woodsman and the Rain,2011
Fire with Fire,2012
Warm Bodies,2013
The Gay Bed and Breakfast of Terror,2007
Dororo,2007
Let Fury Have the Hour,2012
Asylum Blackout,2011
Fresh Bait,1995
Frenchmen,2003
Wrong,2012
Young & Wild,2012
Trishna,2011
Aftershock,2010
Chained,2012
The Goodbye Girl,2004
The Ring Finger,2005
"Count Yorga, Vampire",1970
The Comedy,2012
7 Khoon Maaf,2011
The Red Shoes,2006
Bluebeard,1972
Our Little Girl,1935
Playing for Keeps,2012
Poor Little Rich Girl,1936
Skate Or Die,2008
Negative Happy Chain Saw Edge,2008
Stevie Nicks: Live at Red Rocks,1987
The Guilt Trip,2012
The Girl on a Motorcycle,1968
Save the Date,2012
Jack Reacher,2012
Django Unchained,2012
This Is 40,2012
The Monster,1993
I Bought a Vampire Motorcycle,1990
Willard,1971
The Public Woman,1984
Ohyaku: The Female Demon,1968
Ice Cream Man,1995
Cirque du Soleil: Worlds Away,2012
The Impossible,2012
A Carol for Another Christmas,1964
Les Misérables,2012
Gestapo's Last Orgy,1977
Mamitas,2012
The Bobo,1967
Struck by Lightning,2012
Minecraft: The Story of Mojang,2012
Spring Break Shark Attack,2005
Campfire Tales,1997
Seven Ways from Sundown,1960
Aziz Ansari: Intimate Moments for a Sensual Evening,2010
Not Fade Away,2012
Quartet,2012
Silent Night,2012
The Turn of the Screw,2009
"Coluche, l'histoire d'un mec",2008
Les parasites,1999
The Reluctant Dragon,1941
A Marine Story,2010
Malibu High,1979
The Softening of the Egg,1975
Who Wants To Kill Jessie?,1966
Jerusalem Countdown,2011
Stand Up and Cheer!,1934
Stowaway,1936
Susannah of the Mounties,1939
11 Flowers,2011
In Your Dreams,2005
The Willow Tree,2005
Would You Rather,2012
Kumaré,2012
Lady Oscar,1979
That Hagen Girl,1947
Holiday Wishes,2006
Maximum Conviction,2012
The Eye of the Storm,2011
976-Evil II,1992
Xtro 2: The Second Encounter,1990
Xtro 3: Watch the Skies,1995
Addicted,2014
Foreign Intrigue,1956
Harem suare,1999
"Glenn, the Flying Robot",2010
Kevin Smith: Burn in Hell,2012
Slipstream,1989
The Woodmans,2011
3 Zimmer/Küche/Bad,2012
Holiday in Handcuffs,2007
Camp Rock 2: The Final Jam,2010
StreetDance 3D,2010
The New Barbarians,1983
How To Stop Being A Loser,2011
Transfer,2010
Holiday Reunion,2003
A Time of Roses,1969
Lipton Cockton in the Shadows of Sodoma,1995
A Midsummer of Love,2009
Alois Nebel,2011
Juan of the Dead,2011
Parental Guidance,2012
Sexy Baby,2012
Snow on tha Bluff,2011
John Dies at the End,2012
Vidal Sassoon: The Movie,2010
Born to Be Wild,2011
Blonde Ice,1948
Ultrasuede: In Search of Halston,2011
Trek Nation,2011
Sun Kissed,2012
Chely Wright: Wish Me Away,2011
The Central Park Five,2012
The Collection,2012
The Cherry Orchard: Blossoming,2008
